Drug ID,Drug Name,Discription
DB00066,Follitropin,"Follitropin is a human follicle stimulating hormone (FSH) preparation of recombinant DNA origin, which consists of two non-covalently linked, non-identical glycoproteins designated as the alpha- and beta- subunits. The alpha- and beta- subunits have 92 and 111 amino acids. The alpha subunit is glycosylated at Asn 51 and Asn 78 while the beta subunit is glycosylated at Asn 7 and Asn 24. Follitropin beta is produced in genetically engineered Chinese hamster cell lines (CHO). The nomenclature “beta” differentiates it from another recombinant human FSH product that was marketed earlier as follitropin alpha. Follitropin is important in the development of follicles produced by the ovaries. Given by subcutaneous injection, it is used in combination with human chorionic gonadotropin (hCG) to assist in ovulation and fertility. Follitropin may also be used to cause the ovary to produce several follicles, which can then be harvested for use in gamete intrafallopian transfer (GIFT) or in vitro fertilization (IVF).  Numerous physio-chemical tests and bioassays indicate that follitropin beta and follitropin alpha are indistinguishable. However, a more recent study showed there is may be a slight clinical difference, with the alpha form tending towards a higher pregnancy rate and the beta form tending towards a lower pregnancy rate, but with significantly higher estradiol (E2) levels. Structural analysis shows that the amino acid sequence of follitropin beta is identical to that of natural human follicle stimulating hormone (FSH). Further, the ogliosaccharide side chains are very similar, but not completely identical to that of natural FSH. However, these small differences do not affect the bioactivity compared to natural FSH.;;;;"
DB00067,Vasopressin,"Vasopressin (arginine-vasopressin or antidiuretic hormone) is a nonapeptide primarily produced in the hypothalamus that exhibits diverse physiological functions related to diuresis, hemodynamic modulation, and behaviour.[A110, A111, A112, A113, A228008] Vasopressin is very similar to oxytocin, differing in the third and eighth amino acids.[A228013] Despite a wide variety of functions, exogenous vasopressin is primarily used to control blood pressure during systemic shock by increasing vasoconstriction and renal fluid reuptake by acting through V<sub>1</sub> and V<sub>2</sub> cellular receptors.[A228008, A228013, A228018, L31413];;;;"
DB00068,Interferon beta-1b,"Human interferon beta (165 residues), cysteine 17 is substituted with serine. Produced in E. coli, no carbohydrates, MW=18.5kD;;;;"
DB00069,Interferon alfacon-1,"Interferon alfacon-1 is a recombinant non-naturally occurring type-I interferon. The 166-amino acid sequence of Interferon alfacon-1 was derived by scanning the sequences of several natural interferon alpha subtypes and assigning the most frequently observed amino acid in each corresponding position. Four additional amino acid changes were made to facilitate the molecular construction, and a corresponding synthetic DNA sequence was constructed using chemical synthesis methodology. Interferon alfacon-1 differs from interferon alfa-2b at 20/166 amino acids (88% homology), and comparison with interferon-beta shows identity at over 30% of the amino acid positions. Interferon alfacon-1 is produced in Escherichia coli (E. coli) cells that have been genetically altered by insertion of a synthetically constructed sequence that codes for Interferon alfacon-1. Prior to final purification, Interferon alfacon-1 is allowed to oxidize to its native state, and its final purity is achieved by sequential passage over a series of chromatography columns. This protein has a molecular weight of 19,434 daltons.;;;;"
DB00070,Hyaluronidase (ovine),Highly purified sheep hyaluronidase for administration by injection into the vitreous of the eye.;;;;
DB00071,Insulin pork,"Insulin isolated from pig pancreas. Composed of alpha and beta chains, processed from pro-insulin. Forms a hexameric structure.;;;;"
DB00072,Trastuzumab,"Produced in CHO cell cultures, trastuzumab is a recombinant IgG1 kappa, humanized monoclonal antibody [A40276] that selectively binds with high affinity in a cell-based assay (Kd = 5 nM) to the extracellular domain of the human epidermal growth factor receptor protein (HER2).[L14015] It is used as a treatment of human epidermal growth factor receptor (HER)-2+ metastatic breast cancer, where there is a proven amplification of the HER-2 oncogene or over-expression of the HER-2 protein in tumours. It is suggested that the overexpression or gene amplification of HER2 has been found in about 20–30% of breast cancers and elevated activation of HER2 triggers multiple downstream pathways leading to abnormal proliferation of cancer cells [A121]. Trastuzumab binds to HER2 and suppresses cancer cell growth, proliferation, and survival directly and indirectly [A121].;;;;"
DB00073,Rituximab,"Rituximab is a genetically engineered chimeric murine/human monoclonal antibody directed against the CD20 antigen found on the surface of normal and malignant B lymphocytes. The antibody is an IgG1 kappa immunoglobulin containing murine light and heavy-chain variable region sequences and human constant region sequences [A40017], [FDA label]. It was originally approved by the U.S. FDA in 1997 as a single agent to treat patients with B-cell Non-Hodgkin's Lymphoma (NHL) [L4811], however, has now been approved for a variety of conditions [FDA label]. On November 28, 2018, the US FDA approved _Truxima_, the first biosimilar to Rituxan (Rituximab) [L4808].;;;;"
DB00074,Basiliximab,"A recombinant chimeric (murine/human) monoclonal antibody (IgG1k) that functions as an immunosuppressive agent, specifically binding to and blocking the interleukin-2 receptor a-chain (IL-2R alpha, also known as CD25 antigen) on the surface of activated T-lymphocytes. It is a 144 kDa glycoprotein obtained from fermentation of an established mouse myeloma cell line genetically engineered to express plasmids containing the human heavy and light chain constant region genes and mouse heavy and light chain variable region genes encoding the RFT5 antibody that binds selectively to the IL-2R alpha.;;;;"
DB00075,Muromonab,"Murine monoclonal antibody specific to CD3 T-cell lymphocyte antigens. More specifically it is a purified murine (mouse) monoclonal antibody, directed against the CD3 (T3) receptor on the surface of human T-cells (T-lymphocytes) cultured using the murine ascites method. Muromonab is 93% monomeric immune globulin G type 2a (IgG2a).;;;;"
DB00076,Digoxin Immune Fab (Ovine),Digoxin Immune Fab is a sheep antibody (26-10) FAB fragment from sheep immunized with the digoxin derivative Digoxindicarboxymethylamine. It is used as an antidote for overdose of digoxin.;;;;
DB00078,Ibritumomab tiuxetan,"Indium or yttrium conjugated murine IgG1 kappa monoclonal antibody directed against the CD20 antigen, which is found on the surface of normal and malignant B lymphocytes. Ibritumomab is produced in Chinese hamster ovary cells and is composed of two murine gamma 1 heavy chains of 445 amino acids each and two kappa light chains of 213 amino acids each.;;;;"
DB00080,Daptomycin,"Daptomycin is a cyclic lipopeptide antibacterial agent with a broad spectrum of activity against Gram-positive bacteria, including methicillin-susceptible and -resistant _Staphylococcus aureus_ (MSSA/MRSA) and vancomycin-resistant Enterococci (VRE).[A231379, A231384, L32534] Chemically, daptomycin comprises 13 amino acids, including several non-standard and D-amino acids, with the C-terminal 10 amino acids forming an ester-linked ring and the N-terminal tryptophan covalently bonded to decanoic acid.[A231374, L32534] Daptomycin was first discovered in the early 1980s by researchers at Eli Lilly in soil samples from Mount Ararat in Turkey.[A231384] Early work on developing daptomycin was abandoned due to observed myopathy but was resumed in 1997 when Cubist Pharmaceuticals Inc. licensed daptomycin; it was found that a once-daily dosing scheme reduced side effects while retaining efficacy.[A231379];;;"
DB00081,Tositumomab,"Murine IgG2a lambda monoclonal antibody against CD20 antigen (2 heavy chains of 451 residues, 2 lambda chains of 220 residues). It is produced in an antibiotic-free culture of mammalian cells. It can be covalently linked to Iodine 131 (a radioactive isotope of iodine).;;;;"
DB00082,Pegvisomant,"Pegvisomant is a highly selective growth hormone (GH) receptor antagonist. It is used to treat acromegaly.  Unlike dopamine or somatostatin analogs (which inhibit growth hormone secretion), this drug actually blocks the hepatic (GH-mediated) production of insulin like growth factor (IGF-1), which is the main mediator of growth hormone activity.;;;;"
DB00083,Botulinum toxin type A,"In 2002, botulinum toxin A, also known as onabotulinumtoxinA or Botox, was the first type A botulism toxin to be introduced into the market for cosmetic use.[A231824] With a wide variety of applications and favourable safety profile, Botulinum toxin A injection is a minimally invasive and promising treatment for cosmetic imperfections, muscle spasms, and other conditions.[A231819,L32569] A popular use for Botox is the treatment of facial wrinkles and lines, however, there are many uses for the botulinum toxin A in the treatment of dystonia, incontinence, migraine, blepharospasm, and hyperhidrosis.[L32494,L32559];;;;"
DB00085,Pancrelipase,"Pancrelipase, in general, is composed of a mixture of pancreatic enzymes which include amylases, lipases, and proteases. These enzymes are extracted from porcine pancreatic glands.[L2509] The pancrelipase mixture was developed by Ortho-McNeil-Janssen Pharmaceuticals, Inc and FDA approved on April 12, 2010.[L2510] For further information on the components of this mixture please visit [DB11065], [DB11066] and [DB13147].;;;;"
